UF;CIDADE;CIDADE_SIEBEL;ENCERRAMENTO;QTE
MG;BETIM;BETIM;2020-05-01;11246
RS;SAO LOURENCO DO SUL;SAO LOURENCO DO SUL;2021-11-01;1075
MG;DIVINOPOLIS;DIVINOPOLIS;2019-08-01;7975
RJ;ITAGUAI;ITAGUAI;2021-01-01;7090
RJ;SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;2020-02-01;2
RJ;TERESOPOLIS;TERESOPOLIS;2018-10-01;103
RS;CAXIAS DO SUL;CAXIAS DO SUL;2020-09-01;16588
RJ;ARMACAO DOS BUZIOS;ARMACAO DOS BUZIOS;2019-11-01;4763
GO;APARECIDA DE GOIANIA;APARECIDA DE GOIANIA;2022-01-01;85652
RJ;ARMACAO DOS BUZIOS;ARMACAO DOS BUZIOS;2021-06-01;10339
PR;SAO JOSE DOS PINHAIS;SAO JOSE DOS PINHAIS;2021-12-01;58318
MG;VARGINHA;VARGINHA;2020-03-01;5036
RJ;NOVA IGUACU;NOVA IGUACU;2021-03-01;19645
TO;PALMAS;PALMAS;2019-05-01;59
RJ;NITEROI;NITEROI;2018-08-01;260
PB;JOAO PESSOA;JOAO PESSOA;2020-12-01;4097
AL;MACEIO;MACEIO;2021-02-01;5675
DF;BRASILIA;CEILANDIA;2019-12-01;14
BA;JEQUIE;JEQUIE;2020-06-01;2413
SC;CRICIUMA;CRICIUMA;2021-07-01;6330
DF;BRASILIA;RIACHO FUNDO;2021-05-01;1915
PR;LONDRINA;LONDRINA;2020-09-01;381
PE;RECIFE;RECIFE;2020-02-01;5960
RS;SAO LOURENCO DO SUL;SAO LOURENCO DO SUL;2021-03-01;802
DF;BRASILIA;PLANALTINA;2021-11-01;6803
AL;MACEIO;MACEIO;2021-11-01;6472
MG;CONTAGEM;CONTAGEM;2021-06-01;15844
RJ;BELFORD ROXO;BELFORD ROXO;2020-05-01;5828
RJ;BARRA DO PIRAI;BARRA DO PIRAI;2020-06-01;345
PR;SAO JOSE DOS PINHAIS;BORDA DO CAMPO DE SAO SEBASTIAO;2021-05-01;22
MT;BARRA DO GARCAS;BARRA DO GARCAS;2021-10-01;118
PA;ANANINDEUA;ANANINDEUA;2019-11-01;3494
BA;ITABUNA;ITABUNA;2020-10-01;2464
BA;JUAZEIRO;JUAZEIRO;2021-01-01;5256
RJ;BELFORD ROXO;BELFORD ROXO;2018-12-01;1625
RJ;SAO JOAO DE MERITI;VILAR DOS TELES;2020-03-01;8
MG;BETIM;BETIM;2020-04-01;9747
RJ;ARRAIAL DO CABO;ARRAIAL DO CABO;2018-12-01;32
PR;COLOMBO;MARACANA;2019-12-01;1
ES;VITORIA;VITORIA;2020-04-01;692
RJ;VOLTA REDONDA;VOLTA REDONDA;2020-08-01;16845
RS;VIAMAO;VIAMAO;2021-08-01;28325
SC;BLUMENAU;BLUMENAU;2020-01-01;3025
RS;ALVORADA;ALVORADA;2019-06-01;976
RJ;SAO JOAO DE MERITI;SAO JOAO DE MERITI;2019-07-01;25499
PR;CURITIBA;CURITIBA;2019-03-01;1916
RJ;ARMACAO DOS BUZIOS;ARMACAO DOS BUZIOS;2019-08-01;3672
RJ;RIO DE JANEIRO;RIO DE JANEIRO;2021-08-01;202025
RS;ELDORADO DO SUL;ELDORADO DO SUL;2022-02-01;1107
AP;MACAPA;MACAPA;2019-07-01;1008
GO;ANAPOLIS;ANAPOLIS;2020-08-01;811
BA;EUNAPOLIS;EUNAPOLIS;2021-03-01;5348
PR;CURITIBA;CURITIBA;2020-06-01;34306
MG;CONTAGEM;CONTAGEM;2020-12-01;9591
GO;RIO VERDE;RIO VERDE;2022-02-01;9735
MG;NOVA LIMA;NOVA LIMA;2019-09-01;1141
MG;PATROCINIO;PATROCINIO;2019-10-01;1287
GO;TRINDADE;TRINDADE;2021-12-01;1266
PI;TERESINA;TERESINA;2021-06-01;31202
MG;POUSO ALEGRE;POUSO ALEGRE;2018-09-01;295
SC;CHAPECO;CHAPECO;2020-08-01;1549
GO;GOIANIA;GOIANIA;2020-05-01;18063
MG;POCOS DE CALDAS;POCOS DE CALDAS;2019-04-01;1671
MG;VESPASIANO;VESPASIANO;2019-12-01;4117
PA;ANANINDEUA;ANANINDEUA;2021-02-01;11934
SC;ICARA;ICARA;2021-10-01;332
RJ;PETROPOLIS;ITAIPAVA;2021-03-01;2180
RJ;CABO FRIO;UNAMAR;2019-12-01;23
RJ;SAO JOAO DE MERITI;VILAR DOS TELES;2022-02-01;31922
DF;BRASILIA;CEILANDIA;2020-05-01;6
PB;JOAO PESSOA;JOAO PESSOA;2020-07-01;1601
BA;JEQUIE;JEQUIE;2021-02-01;5922
RS;NOVO HAMBURGO;NOVO HAMBURGO;2020-05-01;6486
TO;PALMAS;PALMAS;2021-01-01;13658
PR;COLOMBO;COLONIA FARIA;2021-12-01;1
MG;BELO HORIZONTE;BELO HORIZONTE;2019-04-01;3912
PE;RECIFE;RECIFE;2019-06-01;2205
MG;NOVA LIMA;NOVA LIMA;2020-02-01;1213
PR;COLOMBO;SANTA RITA;2021-10-01;38
GO;APARECIDA DE GOIANIA;APARECIDA DE GOIANIA;2021-09-01;83871
ES;NOVA VENECIA;NOVA VENECIA;2020-06-01;1764
MG;BETIM;BETIM;2021-09-01;24774
RJ;BARRA MANSA;BARRA MANSA;2020-04-01;1667
PA;ANANINDEUA;ANANINDEUA;2020-01-01;4106
MT;PONTES E LACERDA;PONTES E LACERDA;2021-11-01;631
BA;ITABUNA;ITABUNA;2020-09-01;2074
MG;NOVA LIMA;NOVA LIMA;2019-11-01;1161
MG;POUSO ALEGRE;POUSO ALEGRE;2022-02-01;9549
MT;RONDONOPOLIS;RONDONOPOLIS;2020-10-01;24244
RS;ALVORADA;ALVORADA;2020-04-01;19119
GO;GOIANIA;GOIANIA;2020-01-01;11222
RN;NATAL;NATAL;2021-04-01;10010
ES;VITORIA;VITORIA;2020-05-01;1573
RJ;MANGARATIBA;PORTO BELO;2021-06-01;198
GO;MORRINHOS;MORRINHOS;2021-07-01;2293
RO;CACOAL;CACOAL;2021-09-01;570
RS;NOVO HAMBURGO;NOVO HAMBURGO;2020-01-01;2390
RS;CAMAQUA;CAMAQUA;2021-09-01;327
BA;VITORIA DA CONQUISTA;VITORIA DA CONQUISTA;2021-08-01;9094
RN;NATAL;NATAL;2019-12-01;2
DF;BRASILIA;SANTA MARIA;2021-11-01;15
MG;NOVA LIMA;NOVA LIMA;2020-08-01;1183
GO;GOIANIA;GOIANIA;2021-04-01;46553
PR;MARINGA;MARINGA;2021-03-01;23500
RJ;CABO FRIO;CABO FRIO;2020-01-01;11921
AC;RIO BRANCO;RIO BRANCO;2020-06-01;17734
RJ;PETROPOLIS;JARDIM ARARAS;2022-01-01;419
MG;VARGINHA;VARGINHA;2021-03-01;10748
RS;VIAMAO;VIAMAO;2019-10-01;5872
PE;CARUARU;CARUARU;2021-11-01;9762
RJ;QUEIMADOS;QUEIMADOS;2020-03-01;3207
RS;PASSO FUNDO;PASSO FUNDO;2021-12-01;14558
GO;NOVO GAMA;NOVO GAMA;2020-12-01;521
SC;LAURENTINO;LAURENTINO;2020-06-01;3
PR;COLOMBO;COLONIA FARIA;2021-11-01;1
PI;TERESINA;TERESINA;2019-12-01;7167
RJ;BELFORD ROXO;BELFORD ROXO;2019-04-01;2060
BA;LAURO DE FREITAS;LAURO DE FREITAS;2021-02-01;3670
RS;SAO LEOPOLDO;SAO LEOPOLDO;2019-07-01;288
PR;PINHAIS;PINHAIS;2021-03-01;16721
CE;JUAZEIRO DO NORTE;JUAZEIRO DO NORTE;2020-05-01;3853
PE;CARUARU;CARUARU;2020-01-01;2585
RS;GRAVATAI;GRAVATAI;2021-07-01;1034
RJ;ANGRA DOS REIS;ANGRA DOS REIS;2020-04-01;7822
RJ;ARMACAO DOS BUZIOS;ARMACAO DOS BUZIOS;2019-10-01;4476
RJ;BELFORD ROXO;BELFORD ROXO;2022-01-01;23443
RJ;SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;2019-05-01;1
RJ;SAO JOAO DE MERITI;VILAR DOS TELES;2021-07-01;32689
SC;LAURENTINO;LAURENTINO;2021-11-01;1
RJ;MARICA;ITAIPUACU;2021-12-01;1
RJ;NILOPOLIS;NILOPOLIS;2018-09-01;73
MG;JUIZ DE FORA;JUIZ DE FORA;2020-03-01;11459
DF;BRASILIA;SOBRADINHO;2020-02-01;7
AC;RIO BRANCO;RIO BRANCO;2021-11-01;38922
PI;TERESINA;TERESINA;2021-12-01;33325
RJ;SAO JOAO DE MERITI;SAO JOAO DE MERITI;2020-07-01;45262
RJ;ARMACAO DOS BUZIOS;ARMACAO DOS BUZIOS;2020-04-01;6931
TO;PALMAS;SANTO AMARO;2021-01-01;2
PA;ANANINDEUA;ANANINDEUA;2019-10-01;3175
PR;COLOMBO;COLOMBO;2019-10-01;9400
RJ;DUQUE DE CAXIAS;DUQUE DE CAXIAS;2021-03-01;70618
GO;APARECIDA DE GOIANIA;APARECIDA DE GOIANIA;2021-05-01;76884
MG;RIBEIRAO DAS NEVES;RIBEIRAO DAS NEVES;2019-08-01;34
RJ;SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;2019-06-01;1
RJ;NOVA IGUACU;NOVA IGUACU;2021-06-01;22766
RJ;NILOPOLIS;NILOPOLIS;2022-01-01;28692
RS;SANTO ANGELO;SANTO ANGELO;2020-10-01;1771
RJ;SAO JOAO DE MERITI;VILAR DOS TELES;2021-05-01;33234
RJ;MANGARATIBA;MANGARATIBA;2021-06-01;74
PA;ANANINDEUA;ANANINDEUA;2020-04-01;5114
RJ;MARICA;MARICA;2021-08-01;87
RJ;NILOPOLIS;NILOPOLIS;2019-07-01;11262
PA;BELEM;BELEM;2021-06-01;59703
RS;ALVORADA;ALVORADA;2019-11-01;9331
MA;IMPERATRIZ;IMPERATRIZ;2021-11-01;1031
BA;ITABUNA;ITABUNA;2021-02-01;4167
RN;NATAL;NATAL;2020-04-01;873
GO;AGUAS LINDAS DE GOIAS;AGUAS LINDAS DE GOIAS;2020-07-01;2163
RJ;RIO DE JANEIRO;RIO DE JANEIRO;2021-03-01;161845
PA;ANANINDEUA;ANANINDEUA;2020-06-01;7031
RO;PORTO VELHO;PORTO VELHO;2022-02-01;75526
MG;BELO HORIZONTE;BELO HORIZONTE;2019-02-01;3396
MT;SINOP;SINOP;2021-09-01;8261
RS;CAXIAS DO SUL;CAXIAS DO SUL;2020-01-01;3610
SC;BRUSQUE;BRUSQUE;2021-02-01;6271
RJ;ANGRA DOS REIS;CUNHAMBEBE;2021-08-01;1
PR;SAO JOSE DOS PINHAIS;SAO JOSE DOS PINHAIS;2020-10-01;39034
RO;PORTO VELHO;PORTO VELHO;2020-11-01;53375
MA;SANTA INES;SANTA INES;2021-12-01;4517
SC;BLUMENAU;BLUMENAU;2021-01-01;16053
PE;RECIFE;RECIFE;2018-12-01;557
MS;DOURADOS;DOURADOS;2019-05-01;16
ES;VITORIA;VITORIA;2021-02-01;9614
MG;VARGINHA;VARGINHA;2021-07-01;11292
RJ;CABO FRIO;CAMINHO DE BUZIOS;2021-01-01;1516
MS;DOURADOS;DOURADOS;2020-08-01;21863
RS;ELDORADO DO SUL;ELDORADO DO SUL;2022-01-01;1040
ES;SERRA;JACARAIPE;2021-02-01;1
RJ;SAO JOAO DE MERITI;SAO JOAO DE MERITI;2019-05-01;22248
MG;RIBEIRAO DAS NEVES;JUSTINOPOLIS;2019-11-01;3
GO;GOIANIA;GOIANIA;2021-06-01;50393
RJ;DUQUE DE CAXIAS;XEREM;2021-08-01;1
ES;CARIACICA;ITAQUARI;2021-12-01;295
RJ;ITAGUAI;ITAGUAI;2021-09-01;7894
MG;LAGOA SANTA;LAGOA SANTA;2021-09-01;3
RJ;QUEIMADOS;QUEIMADOS;2021-06-01;11072
PR;SAO JOSE DOS PINHAIS;SAO JOSE DOS PINHAIS;2020-03-01;16600
RR;BOA VISTA;BOA VISTA;2021-07-01;47585
PR;COLOMBO;COLOMBO;2021-12-01;47157
PI;PARNAIBA;PARNAIBA;2020-05-01;332
MG;RIBEIRAO DAS NEVES;RIBEIRAO DAS NEVES;2021-12-01;4479
RS;CANOAS;CANOAS;2020-01-01;5491
CE;FORTALEZA;FORTALEZA;2019-11-01;20923
SC;CRICIUMA;CIDADE MINEIRA;2020-11-01;4
PA;ANANINDEUA;ANANINDEUA;2021-04-01;13847
RJ;CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2019-07-01;1690
RS;MARAU;MARAU;2021-11-01;1165
RJ;ARARUAMA;ARARUAMA;2021-05-01;224
RJ;SAO GONCALO;SAO GONCALO;2019-01-01;1778
RS;NOVO HAMBURGO;NOVO HAMBURGO;2021-10-01;20922
RO;;JI PARANA;2020-05-01;6
RJ;DUQUE DE CAXIAS;CAMPOS ELYSEOS;2021-10-01;1
DF;BRASILIA;CEILANDIA;2020-04-01;6
BA;VITORIA DA CONQUISTA;VITORIA DA CONQUISTA;2019-12-01;844
MG;UBA;UBA;2020-03-01;6362
BA;PAULO AFONSO;PAULO AFONSO;2021-09-01;2205
PR;ARAUCARIA;ARAUCARIA;2021-10-01;1219
PR;SAO JOSE DOS PINHAIS;SAO JOSE DOS PINHAIS;2019-12-01;10087
RJ;VOLTA REDONDA;VOLTA REDONDA;2022-01-01;26182
MG;BELO HORIZONTE;BELO HORIZONTE;2021-12-01;117202
SC;FLORIANOPOLIS;FLORIANOPOLIS;2022-02-01;8423
RJ;CABO FRIO;UNAMAR;2021-09-01;3975
DF;BRASILIA;BRASILIA;2019-07-01;6137
SC;ITAJAI;ITAJAI;2020-03-01;15
PR;COLOMBO;ROCA GRANDE;2021-08-01;201
AL;MACEIO;MACEIO;2021-07-01;6282
RJ;ARMACAO DOS BUZIOS;ARMACAO DOS BUZIOS;2020-06-01;7464
SC;TUBARAO;TUBARAO;2020-02-01;1
PB;JOAO PESSOA;JOAO PESSOA;2021-07-01;7581
RJ;PETROPOLIS;CORREIAS;2021-01-01;2933
MA;SAO LUIS;SAO LUIS;2020-08-01;47122
SC;BLUMENAU;BLUMENAU;2022-01-01;26907
ES;SERRA;CARAPINA;2022-01-01;203
RO;PORTO VELHO;PORTO VELHO;2020-05-01;36320
RJ;BELFORD ROXO;BELFORD ROXO;2019-02-01;1984
RO;JARU;JARU;2021-11-01;547
RJ;CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2019-09-01;2618
SC;CRICIUMA;CRICIUMA;2021-10-01;6858
ES;CARIACICA;CARIACICA;2020-08-01;1152
PR;PINHAIS;PINHAIS;2021-08-01;20791
PA;MARABA;MARABA;2020-01-01;1
MA;SAO LUIS;SAO LUIS;2020-12-01;59965
BA;BARREIRAS;BARREIRAS;2021-02-01;12091
RJ;PETROPOLIS;JARDIM ARARAS;2022-02-01;420
RJ;CABO FRIO;TAMOIOS;2021-08-01;15
MG;POUSO ALEGRE;POUSO ALEGRE;2021-09-01;8820
PR;CURITIBA;CURITIBA;2020-02-01;19331
RJ;SAO JOAO DE MERITI;SAO JOAO DE MERITI;2020-08-01;47522
TO;PALMAS;PALMAS;2022-02-01;18991
DF;BRASILIA;NUCLEO BANDEIRANTE;2021-07-01;15
RJ;CABO FRIO;CAMINHO DE BUZIOS;2022-01-01;1656
AM;MANAUS;MANAUS;2018-08-01;6
DF;BRASILIA;BRASILIA;2018-09-01;4
PE;RECIFE;RECIFE;2022-01-01;28136
RS;CANOAS;CANOAS;2021-06-01;39640
RJ;BELFORD ROXO;BELFORD ROXO;2022-02-01;23552
SC;INDAIAL;INDAIAL;2021-07-01;1
BA;ITABUNA;ITABUNA;2021-09-01;6992
RJ;CABO FRIO;CABO FRIO;2020-09-01;10964
RJ;ARMACAO DOS BUZIOS;ARMACAO DOS BUZIOS;2020-09-01;8304
MS;DOURADOS;DOURADOS;2019-09-01;1933
MA;SANTA INES;SANTA INES;2020-09-01;2071
RS;CAXIAS DO SUL;CAXIAS DO SUL;2019-11-01;1828
GO;AGUAS LINDAS DE GOIAS;AGUAS LINDAS DE GOIAS;2021-03-01;5535
RJ;SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;2022-01-01;812
MG;GOVERNADOR VALADARES;GOVERNADOR VALADARES;2021-07-01;8408
MG;BELO HORIZONTE;BELO HORIZONTE;2021-03-01;71213
MG;ARAGUARI;ARAGUARI;2019-11-01;4921
RJ;CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2021-03-01;7784
RS;VIAMAO;VIAMAO;2019-11-01;7118
MS;CAMPO GRANDE;CAMPO GRANDE;2019-12-01;1
RJ;SAO JOAO DE MERITI;SAO JOAO DE MERITI;2019-10-01;31554
RJ;MANGARATIBA;PORTO BELO;2021-11-01;200
RS;PORTO ALEGRE;PORTO ALEGRE;2020-04-01;7854
MG;LEOPOLDINA;LEOPOLDINA;2021-07-01;3565
BA;EUNAPOLIS;EUNAPOLIS;2021-11-01;7191
RJ;VOLTA REDONDA;VOLTA REDONDA;2020-06-01;14741
PI;PIRIPIRI;PIRIPIRI;2021-03-01;198
RS;GARIBALDI;GARIBALDI;2021-09-01;228
MG;SETE LAGOAS;SETE LAGOAS;2021-01-01;22398
MG;MONTES CLAROS;MONTES CLAROS;2021-11-01;23636
RJ;BARRA MANSA;BARRA MANSA;2022-01-01;3418
PR;COLOMBO;COLOMBO;2019-12-01;14293
RJ;NOVA IGUACU;NOVA IGUACU;2020-12-01;18030
PB;JOAO PESSOA;JOAO PESSOA;2021-03-01;5756
MG;UBA;UBA;2020-01-01;5929
RJ;SAO GONCALO;SAO GONCALO;2020-07-01;15499
MG;BELO HORIZONTE;BELO HORIZONTE;2020-09-01;43915
PR;PAICANDU;PAICANDU;2021-10-01;887
RJ;CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2020-12-01;7319
ES;SAO GABRIEL DA PALHA;SAO GABRIEL DA PALHA;2021-11-01;1165
GO;AGUAS LINDAS DE GOIAS;AGUAS LINDAS DE GOIAS;2020-09-01;2788
GO;MORRINHOS;MORRINHOS;2020-06-01;331
RJ;PETROPOLIS;CORREIAS;2019-09-01;26
GO;GOIANIA;GOIANIA;2020-09-01;30196
BA;BARREIRAS;BARREIRAS;2019-08-01;1412
PE;OLINDA;OLINDA;2021-08-01;19474
RJ;PETROPOLIS;PETROPOLIS;2020-08-01;30059
MG;RIBEIRAO DAS NEVES;JUSTINOPOLIS;2020-01-01;2
RS;CACHOEIRINHA;CACHOEIRINHA;2021-12-01;604
PR;PIRAQUARA;PIRAQUARA;2021-09-01;5998
RJ;BARRA MANSA;BARRA MANSA;2020-05-01;1935
RJ;PETROPOLIS;JARDIM ARARAS;2020-03-01;1
PR;COLOMBO;ROCA GRANDE;2021-03-01;230
RR;BOA VISTA;BOA VISTA;2020-12-01;38551
RJ;ANGRA DOS REIS;ANGRA DOS REIS;2019-12-01;6613
MG;VARGINHA;VARGINHA;2020-12-01;9652
BA;ITABUNA;ITABUNA;2020-04-01;396
BA;EUNAPOLIS;EUNAPOLIS;2021-02-01;4503
RJ;MANGARATIBA;MANGARATIBA;2021-12-01;86
RJ;BARRA DO PIRAI;BARRA DO PIRAI;2021-07-01;1541
DF;BRASILIA;GUARA;2021-05-01;2
BA;VITORIA DA CONQUISTA;VITORIA DA CONQUISTA;2021-03-01;7235
RJ;BARRA MANSA;BARRA MANSA;2021-02-01;3282
PI;PIRIPIRI;PIRIPIRI;2020-09-01;161
AL;MACEIO;MACEIO;2019-11-01;2
RS;SAO LEOPOLDO;SAO LEOPOLDO;2019-09-01;1257
RO;JI-PARANA;JI-PARANA;2022-02-01;10413
PI;PARNAIBA;PARNAIBA;2020-04-01;2
MG;JUIZ DE FORA;JUIZ DE FORA;2021-07-01;27763
MA;SAO LUIS;SAO LUIS;2020-07-01;42872
MG;SETE LAGOAS;SETE LAGOAS;2019-11-01;6042
RJ;PETROPOLIS;ITAIPAVA;2019-09-01;14
MT;CUIABA;CUIABA;2022-01-01;15303
RS;PELOTAS;PELOTAS;2020-07-01;3384
ES;VILA VELHA;VILA VELHA;2022-01-01;5731
PE;OLINDA;OLINDA;2019-12-01;8521
TO;PARAISO DO TOCANTINS;PARAISO DO TOCANTINS;2022-02-01;94
RJ;RIO DE JANEIRO;RIO DE JANEIRO;2019-02-01;13972
DF;BRASILIA;SANTA MARIA;2021-07-01;13
MA;SAO JOSE DE RIBAMAR;SAO JOSE DE RIBAMAR;2021-11-01;2
RS;SANTA MARIA;SANTA MARIA;2021-12-01;28103
RS;CANOAS;CANOAS;2019-08-01;1215
RS;CANOAS;CANOAS;2021-04-01;36021
RJ;NITEROI;NITEROI;2020-03-01;12587
SC;FLORIANOPOLIS;FLORIANOPOLIS;2020-03-01;1493
ES;VILA VELHA;VILA VELHA;2021-12-01;5450
RS;PELOTAS;PELOTAS;2020-01-01;27
RJ;SAO JOAO DE MERITI;VILAR DOS TELES;2019-06-01;2146
RS;SANTA CRUZ DO SUL;SANTA CRUZ DO SUL;2021-08-01;9349
MG;SAO JOAO DEL REI;SERRA DEL REI;2018-09-01;7
BA;JUAZEIRO;JUAZEIRO;2021-05-01;5365
RJ;MANGARATIBA;PORTO BELO;2021-02-01;182
ES;NOVA VENECIA;NOVA VENECIA;2020-08-01;2479
RJ;SAO JOAO DE MERITI;SAO JOAO DE MERITI;2019-01-01;16544
PR;TELEMACO BORBA;TELEMACO BORBA;2021-11-01;762
SC;RIO DO SUL;RIO DO SUL;2022-02-01;6529
RJ;BARRA MANSA;BARRA MANSA;2021-11-01;3352
AP;MACAPA;MACAPA;2022-02-01;29855
TO;PALMAS;PALMAS;2022-01-01;18746
DF;BRASILIA;SOBRADINHO;2019-12-01;10
MG;JUIZ DE FORA;JUIZ DE FORA;2020-10-01;22173
BA;JUAZEIRO;JUAZEIRO;2021-08-01;5362
MG;JUIZ DE FORA;JUIZ DE FORA;2022-02-01;29906
GO;MORRINHOS;MORRINHOS;2021-11-01;2187
RJ;MESQUITA;MESQUITA;2019-12-01;677
RJ;PETROPOLIS;PETROPOLIS;2020-07-01;27973
RJ;MANGARATIBA;MANGARATIBA;2020-09-01;10
PB;CAMPINA GRANDE;CAMPINA GRANDE;2020-08-01;215
MS;CAMPO GRANDE;CAMPO GRANDE;2021-12-01;57098
SC;LAGES;LAGES;2020-05-01;938
PR;ALMIRANTE TAMANDARE;ALMIRANTE TAMANDARE;2019-05-01;15
RJ;NILOPOLIS;NILOPOLIS;2021-07-01;28153
RJ;NITEROI;NITEROI;2019-07-01;5716
RJ;CABO FRIO;CAMINHO DE BUZIOS;2022-02-01;1675
PR;COLOMBO;COLOMBO;2019-05-01;2732
BA;LAURO DE FREITAS;LAURO DE FREITAS;2020-08-01;2625
PE;OLINDA;OLINDA;2021-12-01;19421
MG;UBA;UBA;2019-04-01;2176
BA;ITABUNA;ITABUNA;2020-05-01;706
RS;VIAMAO;VIAMAO;2020-02-01;12017
RO;JARU;JARU;2022-02-01;1197
PR;CASCAVEL;CASCAVEL;2022-01-01;30707
RJ;NOVA IGUACU;NOVA IGUACU;2021-08-01;24019
MG;VARGINHA;VARGINHA;2019-07-01;3082
MG;VARGINHA;VARGINHA;2021-12-01;11279
RR;BOA VISTA;BOA VISTA;2019-07-01;603
RN;NATAL;NATAL;2021-09-01;12729
RJ;PETROPOLIS;PEDRO DO RIO;2021-01-01;5
RS;PORTO ALEGRE;PORTO ALEGRE;2021-03-01;33127
DF;BRASILIA;BRASILIA;2019-09-01;9139
MG;DIVINOPOLIS;DIVINOPOLIS;2020-04-01;13121
RJ;NITEROI;NITEROI;2019-05-01;4198
RJ;RIO DE JANEIRO;RIO DE JANEIRO;2019-12-01;57958
GO;AGUAS LINDAS DE GOIAS;AGUAS LINDAS DE GOIAS;2021-08-01;8090
RS;SANTA MARIA;SANTA MARIA;2020-06-01;1592
DF;BRASILIA;BRASILIA;2019-01-01;465
GO;NOVO GAMA;NOVO GAMA;2021-06-01;657
MG;RIBEIRAO DAS NEVES;RIBEIRAO DAS NEVES;2020-02-01;308
MT;VARZEA GRANDE;VARZEA GRANDE;2021-04-01;229
PR;MARINGA;MARINGA;2020-02-01;1
MG;CATAGUASES;CATAGUASES;2020-12-01;2486
RS;SANTA CRUZ DO SUL;SANTA CRUZ DO SUL;2021-01-01;7112
PR;COLOMBO;ROCA GRANDE;2021-07-01;212
RR;BOA VISTA;BOA VISTA;2021-08-01;48372
PE;RECIFE;RECIFE;2022-02-01;28296
BA;LAURO DE FREITAS;LAURO DE FREITAS;2019-10-01;1
RJ;PETROPOLIS;CORREIAS;2021-09-01;3280
DF;BRASILIA;SOBRADINHO;2022-01-01;19175
MG;POCOS DE CALDAS;POCOS DE CALDAS;2019-11-01;2720
BA;JACOBINA;JACOBINA;2022-02-01;1731
DF;BRASILIA;BRASILIA;2020-02-01;22557
RJ;DUQUE DE CAXIAS;DUQUE DE CAXIAS;2020-09-01;67381
RJ;MESQUITA;MESQUITA;2019-09-01;7
SC;CRICIUMA;CIDADE MINEIRA;2021-11-01;4
AC;RIO BRANCO;RIO BRANCO;2019-10-01;3418
RJ;SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;2022-02-01;848
PA;BELEM;BELEM;2020-07-01;34970
GO;AGUAS LINDAS DE GOIAS;AGUAS LINDAS DE GOIAS;2021-12-01;9249
RJ;TERESOPOLIS;TERESOPOLIS;2020-07-01;4236
GO;RIO VERDE;RIO VERDE;2020-09-01;1542
RJ;SAO GONCALO;SAO GONCALO;2020-06-01;14267
RJ;ARMACAO DOS BUZIOS;ARMACAO DOS BUZIOS;2019-03-01;635
PR;COLOMBO;COLOMBO;2020-02-01;19112
PB;JOAO PESSOA;JOAO PESSOA;2021-12-01;8114
ES;VITORIA;VITORIA;2021-06-01;12489
BA;SALVADOR;SALVADOR;2021-07-01;95112
RJ;MANGARATIBA;PORTO BELO;2019-10-01;1
RJ;CABO FRIO;UNAMAR;2020-05-01;1
GO;GOIANIA;GOIANIA;2021-01-01;40817
SC;LAGES;LAGES;2020-10-01;3978
ES;CARIACICA;CARIACICA;2020-06-01;7
PR;SAO JOSE DOS PINHAIS;SAO JOSE DOS PINHAIS;2021-07-01;54694
DF;BRASILIA;SOBRADINHO;2021-01-01;15997
RJ;SAO GONCALO;SAO GONCALO;2018-09-01;543
PA;ANANINDEUA;ANANINDEUA;2020-07-01;7881
PR;CURITIBA;CURITIBA;2019-10-01;9006
RO;PORTO VELHO;PORTO VELHO;2021-06-01;69498
GO;NOVO GAMA;NOVO GAMA;2020-07-01;77
RJ;QUEIMADOS;QUEIMADOS;2021-04-01;10730
BA;FEIRA DE SANTANA;FEIRA DE SANTANA;2020-02-01;1106
AP;AMAPA;AMAPA;2021-11-01;1
PB;JOAO PESSOA;JOAO PESSOA;2021-08-01;7748
RJ;NOVA IGUACU;NOVA IGUACU;2021-12-01;30584
ES;VITORIA;VITORIA;2021-11-01;13761
MG;BETIM;BETIM;2019-11-01;5300
MG;RIBEIRAO DAS NEVES;JUSTINOPOLIS;2021-06-01;34
RJ;PETROPOLIS;PEDRO DO RIO;2022-01-01;5
PR;COLOMBO;COLONIA FARIA;2021-07-01;2
RJ;PETROPOLIS;ITAIPAVA;2019-12-01;4
PR;LONDRINA;LONDRINA;2021-03-01;959
MG;DIVINOPOLIS;DIVINOPOLIS;2020-05-01;14137
PR;ALMIRANTE TAMANDARE;ALMIRANTE TAMANDARE;2020-02-01;4800
RJ;SAO JOAO DE MERITI;VILAR DOS TELES;2020-04-01;6
BA;ITABUNA;ITABUNA;2021-10-01;7085
MG;BETIM;BETIM;2021-03-01;21106
MG;GOVERNADOR VALADARES;GOVERNADOR VALADARES;2021-09-01;8251
