ENCERRAMENTO;UF;MUNICIPIO;QTE
2021-08-09;MG;POCOS DE CALDAS;2
2021-08-09;MT;RONDONOPOLIS;9
2021-08-09;PR;CURITIBA;29
2021-08-09;RJ;ANGRA DOS REIS;3
2021-08-09;RJ;ITAGUAI;1
2021-08-09;RJ;NILOPOLIS;5
2021-08-09;RS;PORTO ALEGRE;7
2021-08-09;SC;TUBARAO;1
2021-08-09;SP;SAO PAULO;1
2021-08-10;BA;TEIXEIRA DE FREITAS;2
2021-08-10;BA;VITORIA DA CONQUISTA;3
2021-08-10;CE;FORTALEZA;18
2021-08-10;GO;RIO VERDE;3
2021-08-10;MG;BELO HORIZONTE;10
2021-08-10;MG;SETE LAGOAS;7
2021-06-29;PR;ALMIRANTE TAMANDARE;4
2021-06-29;PR;CURITIBA;15
2021-06-29;PR;SAO JOSE DOS PINHAIS;21
2021-06-29;RJ;BARRA DO PIRAI;1
2021-06-29;RJ;QUEIMADOS;1
2021-06-29;RO;JI-PARANA;5
2021-06-29;RO;PORTO VELHO;23
2021-06-29;RS;PASSO FUNDO;5
2021-06-29;SC;CRICIUMA;1
2021-06-30;BA;FEIRA DE SANTANA;1
2021-06-30;GO;APARECIDA DE GOIANIA;32
2021-06-30;GO;GOIANIA;9
2021-06-30;PE;RECIFE;2
2021-06-30;PR;CASCAVEL;4
2021-06-30;PR;PINHAIS;7
2021-06-30;RJ;CAMPOS DOS GOYTACAZES;2
2021-06-30;RJ;NOVA IGUACU;4
2021-06-30;RO;VILHENA;2
2021-06-30;RS;CANOAS;7
2021-06-30;SC;BLUMENAU;6
2021-06-30;SE;ARACAJU;2
2021-07-01;CE;FORTALEZA;12
2021-07-01;GO;ANAPOLIS;1
2021-07-01;GO;APARECIDA DE GOIANIA;21
2021-07-01;MG;BETIM;4
2021-07-01;MG;LEOPOLDINA;2
2021-07-01;PE;CARUARU;1
2021-07-01;PE;OLINDA;4
2021-07-01;PR;MARINGA;3
2021-07-01;PR;PINHAIS;9
2021-07-01;RO;VILHENA;1
2021-07-01;RS;PASSO FUNDO;2
2021-07-02;ES;CACHOEIRO DE ITAPEMIRIM;2
2021-07-02;GO;RIO VERDE;1
2021-07-02;MG;ARAGUARI;2
2021-07-02;MG;VESPASIANO;3
2021-07-02;PB;JOAO PESSOA;1
2021-07-02;PE;OLINDA;2
2021-07-02;PE;RECIFE;2
2021-07-02;PR;CASCAVEL;11
2021-07-02;RJ;BARRA MANSA;1
2021-07-02;RJ;NOVA IGUACU;1
2021-07-02;SC;TUBARAO;1
2021-07-03;BA;SALVADOR;7
2021-07-03;ES;CACHOEIRO DE ITAPEMIRIM;1
2021-07-03;MG;ARAGUARI;1
2021-07-03;PA;ANANINDEUA;3
2021-07-03;PA;MARABA;4
2021-07-03;PE;RECIFE;3
2021-07-03;PR;SAO JOSE DOS PINHAIS;2
2021-07-03;RJ;NOVA IGUACU;4
2021-07-05;GO;RIO VERDE;2
2021-07-05;MG;CATAGUASES;1
2021-07-05;MG;POUSO ALEGRE;1
2021-07-05;PE;OLINDA;2
2021-07-05;PI;PARNAIBA;3
2021-07-05;PR;CASCAVEL;6
2021-07-05;PR;CURITIBA;18
2021-07-05;PR;PONTA GROSSA;6
2021-07-05;RJ;RIO DE JANEIRO;18
2021-07-05;RO;PORTO VELHO;19
2021-07-05;SC;CRICIUMA;1
2021-07-06;AM;MANAUS;17
2021-07-06;ES;VITORIA;3
2021-07-06;MG;BELO HORIZONTE;22
2021-07-06;MG;DIVINOPOLIS;4
2021-07-06;MG;MONTES CLAROS;8
2021-07-06;MS;DOURADOS;2
2021-07-06;PR;COLOMBO;16
2021-07-06;RJ;ANGRA DOS REIS;6
2021-07-06;RJ;CABO FRIO;12
2021-07-06;RJ;NITEROI;2
2021-07-06;RN;NATAL;3
2021-07-06;RR;BOA VISTA;17
2021-07-06;RS;CAXIAS DO SUL;13
2021-07-06;RS;PELOTAS;2
2021-07-06;RS;PORTO ALEGRE;8
2021-07-07;ES;VITORIA;3
2021-07-07;MG;VESPASIANO;1
2021-07-07;PA;MARABA;7
2021-07-07;PB;JOAO PESSOA;3
2021-07-07;RJ;CABO FRIO;5
2021-07-07;RJ;NILOPOLIS;8
2021-07-07;RR;BOA VISTA;17
2021-07-07;SC;FLORIANOPOLIS;1
2021-07-08;BA;VITORIA DA CONQUISTA;1
2021-07-08;MA;SAO LUIS;12
2021-07-08;MG;VARGINHA;1
2021-07-08;MS;CAMPO GRANDE;12
2021-07-08;MT;CUIABA;2
2021-07-08;PA;BELEM;12
2021-07-08;PR;FOZ DO IGUACU;1
2021-07-08;RJ;ITAGUAI;1
2021-07-08;RJ;MESQUITA;3
2021-07-08;RJ;SAO JOAO DE MERITI;16
2021-07-08;RJ;VOLTA REDONDA;2
2021-07-08;RS;VIAMAO;7
2021-07-08;TO;PALMAS;5
2021-07-09;AM;MANAUS;8
2021-07-09;BA;VITORIA DA CONQUISTA;1
2021-07-09;ES;SERRA;5
2021-07-09;MA;SANTA INES;3
2021-07-09;MA;SAO LUIS;13
2021-07-09;MG;BELO HORIZONTE;17
2021-07-09;MG;DIVINOPOLIS;3
2021-07-09;MG;MONTES CLAROS;8
2021-07-09;MG;POCOS DE CALDAS;5
2021-07-09;MS;CAMPO GRANDE;10
2021-07-09;PR;COLOMBO;6
2021-07-09;RJ;ANGRA DOS REIS;3
2021-07-09;RJ;NITEROI;1
2021-07-09;RS;CAXIAS DO SUL;6
2021-07-09;RS;PORTO ALEGRE;9
2021-07-09;RS;SANTO ANGELO;1
2021-07-09;RS;SAO LEOPOLDO;2
2021-07-09;RS;VIAMAO;8
2021-07-09;SC;ITAJAI;1
2021-07-09;TO;PALMAS;7
2021-07-10;AC;RIO BRANCO;6
2021-07-10;GO;GOIANIA;16
2021-07-10;MT;RONDONOPOLIS;6
2021-07-10;MT;SINOP;9
2021-07-10;RJ;ARMACAO DOS BUZIOS;4
2021-07-10;RJ;DUQUE DE CAXIAS;17
2021-07-10;SC;BLUMENAU;3
2021-07-10;SC;LAGES;1
2021-07-12;CE;FORTALEZA;13
2021-07-12;GO;ANAPOLIS;1
2021-07-12;GO;APARECIDA DE GOIANIA;36
2021-07-12;MG;BETIM;8
2021-07-12;MG;SETE LAGOAS;2
2021-07-12;PR;MARINGA;3
2021-07-12;PR;PINHAIS;9
2021-07-12;PR;PIRAQUARA;1
2021-07-12;RO;VILHENA;1
2021-07-12;RS;ALVORADA;12
2021-07-12;RS;CANOAS;16
2021-07-12;RS;PASSO FUNDO;5
2021-07-12;SC;JOINVILLE;2
2021-07-12;SE;ARACAJU;1
2021-07-13;AP;MACAPA;6
2021-07-13;BA;EUNAPOLIS;3
2021-07-13;GO;ANAPOLIS;1
2021-07-13;GO;GOIANIA;16
2021-07-13;MG;BETIM;3
2021-07-13;MG;JUIZ DE FORA;6
2021-07-13;PE;CARUARU;2
2021-07-13;PI;TERESINA;9
2021-07-13;PR;ALMIRANTE TAMANDARE;3
2021-07-13;PR;MARINGA;13
2021-07-13;PR;SAO JOSE DOS PINHAIS;15
2021-07-13;RJ;BELFORD ROXO;1
2021-06-14;RS;PELOTAS;2
2021-06-14;RS;SANTA MARIA;3
2021-06-14;RS;VIAMAO;7
2021-06-14;SC;ITAJAI;3
2021-06-15;BA;LAURO DE FREITAS;1
2021-06-15;CE;JUAZEIRO DO NORTE;3
2021-06-15;ES;VITORIA;5
2021-06-15;GO;ANAPOLIS;1
2021-06-15;MG;DIVINOPOLIS;6
2021-06-15;MG;UBA;6
2021-06-15;MG;VESPASIANO;1
2021-06-15;PB;JOAO PESSOA;3
2021-06-15;PE;RECIFE;5
2021-06-15;RJ;NOVA IGUACU;7
2021-06-15;RJ;PETROPOLIS;10
2021-06-15;RJ;SAO JOAO DE MERITI;6
2021-06-15;RJ;VOLTA REDONDA;4
2021-06-15;RS;ALVORADA;12
2021-06-15;SC;JOINVILLE;4
2021-06-16;MT;SINOP;1
2021-06-16;PA;BELEM;13
2021-06-16;PE;OLINDA;3
2021-06-16;RJ;NILOPOLIS;5
2021-06-16;RS;NOVO HAMBURGO;6
2021-06-16;RS;SANTA CRUZ DO SUL;2
2021-06-17;AP;MACAPA;7
2021-06-17;BA;EUNAPOLIS;2
2021-06-17;GO;MORRINHOS;1
2021-06-17;MG;ARAGUARI;2
2021-06-17;MG;CATAGUASES;1
2021-06-17;MG;CONTAGEM;2
2021-06-17;MG;JUIZ DE FORA;5
2021-06-17;MS;CAMPO GRANDE;7
2021-06-17;PI;TERESINA;3
2021-06-17;PR;PONTA GROSSA;9
2021-06-17;RJ;ARMACAO DOS BUZIOS;2
2021-06-17;RJ;BELFORD ROXO;4
2021-06-17;RO;PORTO VELHO;15
2021-06-17;RS;SAO LEOPOLDO;2
2021-06-18;AC;RIO BRANCO;6
2021-06-18;AM;MANAUS;23
2021-06-18;BA;JEQUIE;2
2021-06-18;ES;SERRA;8
2021-06-18;MG;BELO HORIZONTE;11
2021-06-18;MG;BETIM;6
2021-06-18;MG;MONTES CLAROS;4
2021-06-18;MG;RIBEIRAO DAS NEVES;1
2021-06-18;PE;CARUARU;2
2021-06-18;PR;COLOMBO;8
2021-06-18;PR;MARINGA;4
2021-06-18;RJ;ANGRA DOS REIS;3
2021-06-18;RJ;QUEIMADOS;2
2021-06-18;RS;CAXIAS DO SUL;5
2021-06-18;RS;PORTO ALEGRE;5
2021-06-18;SP;SAO PAULO;1
2021-06-19;GO;APARECIDA DE GOIANIA;18
2021-06-19;MG;LEOPOLDINA;1
2021-06-19;MS;DOURADOS;4
2021-06-19;PI;PARNAIBA;1
2021-06-19;RJ;RIO DE JANEIRO;22
2021-06-19;RJ;SAO GONCALO;3
2021-06-19;RN;NATAL;2
2021-06-19;RO;VILHENA;1
2021-06-19;RR;BOA VISTA;9
2021-06-19;SE;ARACAJU;2
2021-06-20;RS;ALVORADA;1
2021-06-21;BA;TEIXEIRA DE FREITAS;2
2021-06-21;GO;RIO VERDE;3
2021-06-21;MA;SANTA INES;1
2021-06-21;MG;BELO HORIZONTE;13
2021-06-21;MG;GOVERNADOR VALADARES;4
2021-06-21;MG;PATROCINIO;3
2021-06-21;MG;SETE LAGOAS;4
2021-06-21;PR;COLOMBO;12
2021-06-21;PR;MARINGA;7
2021-06-21;PR;PIRAQUARA;2
2021-06-21;RJ;ANGRA DOS REIS;3
2021-06-21;RJ;NITEROI;2
2021-06-21;RS;CAXIAS DO SUL;5
2021-06-21;RS;PELOTAS;3
2021-06-21;RS;PORTO ALEGRE;4
2021-06-21;RS;SANTA MARIA;2
2021-06-21;SC;ITAJAI;1
2021-06-22;AL;MACEIO;1
2021-06-22;ES;CARIACICA;5
2021-06-22;GO;GOIANIA;6
2021-06-22;GO;RIO VERDE;4
2021-06-22;MG;GOVERNADOR VALADARES;1
2021-06-22;MG;SETE LAGOAS;5
2021-06-22;MT;CUIABA;4
2021-06-22;PR;CASCAVEL;7
2021-06-22;RJ;SAO GONCALO;6
2021-06-22;RS;PELOTAS;3
2021-06-22;RS;VIAMAO;3
2021-06-22;SC;BLUMENAU;3
2021-06-22;SC;ITAJAI;2
2021-06-23;BA;EUNAPOLIS;1
2021-06-23;GO;MORRINHOS;1
2021-06-23;MG;CATAGUASES;1
2021-06-23;MG;POUSO ALEGRE;1
2021-06-23;MT;RONDONOPOLIS;9
2021-06-23;PR;CURITIBA;24
2021-06-23;PR;PONTA GROSSA;4
2021-06-23;RJ;ARMACAO DOS BUZIOS;2
2021-06-23;RO;PORTO VELHO;17
2021-06-23;SC;CRICIUMA;3
2021-06-23;SC;LAGES;1
2021-06-24;AP;MACAPA;2
2021-06-24;BA;SALVADOR;8
2021-06-24;DF;BRASILIA;36
2021-06-24;MA;SAO LUIS;20
2021-06-24;MS;CAMPO GRANDE;11
2021-06-24;PR;ALMIRANTE TAMANDARE;3
2021-06-24;PR;SAO JOSE DOS PINHAIS;31
2021-06-24;RJ;CABO FRIO;2
2021-06-24;RO;JI-PARANA;4
2021-06-24;RS;PASSO FUNDO;3
2021-06-24;SC;FLORIANOPOLIS;2
2021-06-24;TO;PALMAS;2
2021-06-25;BA;FEIRA DE SANTANA;2
2021-06-25;MG;DIVINOPOLIS;3
2021-06-25;MG;UBA;3
2021-06-25;MG;VARGINHA;3
2021-06-25;PA;BELEM;10
2021-06-25;PE;RECIFE;4
2021-06-25;RJ;NOVA IGUACU;5
2021-06-25;RJ;PETROPOLIS;8
2021-06-25;RJ;SAO JOAO DE MERITI;11
2021-06-25;RJ;VOLTA REDONDA;5
2021-06-25;RS;CANOAS;10
2021-06-25;SC;RIO DO SUL;2
2021-06-26;AC;RIO BRANCO;8
2021-06-26;AM;MANAUS;8
2021-06-26;BA;TEIXEIRA DE FREITAS;2
2021-06-26;MA;SANTA INES;2
2021-06-26;MG;BELO HORIZONTE;17
2021-06-26;MG;BETIM;4
2021-06-26;MG;MONTES CLAROS;4
2021-06-26;MG;POCOS DE CALDAS;1
2021-06-26;MG;SETE LAGOAS;5
2021-06-26;PE;CARUARU;2
2021-06-26;PR;COLOMBO;5
2021-06-26;PR;MARINGA;5
2021-06-26;RJ;ANGRA DOS REIS;5
2021-06-26;RJ;NITEROI;4
2021-06-26;RS;CAXIAS DO SUL;1
2021-06-28;CE;FORTALEZA;10
2021-06-28;MT;SINOP;6
2021-06-28;PA;MARABA;6
2021-06-28;RJ;DUQUE DE CAXIAS;8
2021-06-28;RJ;NILOPOLIS;2
2021-06-17;SC;CRICIUMA;1
2021-06-17;SC;RIO DO SUL;1
2021-06-18;BA;BARREIRAS;2
2021-06-18;CE;FORTALEZA;12
2021-06-18;ES;VITORIA;4
2021-06-18;MG;POUSO ALEGRE;1
2021-06-18;PA;ANANINDEUA;2
2021-06-18;PA;MARABA;4
2021-06-18;PR;CURITIBA;20
2021-06-18;RJ;RIO DE JANEIRO;27
2021-06-18;RR;BOA VISTA;10
2021-06-18;RS;SANTA MARIA;1
2021-06-18;SC;BLUMENAU;3
2021-06-18;SC;BRUSQUE;1
2021-06-19;BA;FEIRA DE SANTANA;1
2021-06-19;ES;CACHOEIRO DE ITAPEMIRIM;1
2021-06-19;GO;GOIANIA;12
2021-06-19;MG;CATAGUASES;2
2021-06-19;PR;CASCAVEL;2
2021-06-19;PR;PONTA GROSSA;1
2021-06-19;RJ;NILOPOLIS;3
2021-06-19;RJ;NOVA IGUACU;3
2021-06-19;RO;PORTO VELHO;13
2021-06-19;RS;CANOAS;5
2021-06-19;RS;PELOTAS;3
2021-06-20;BA;SALVADOR;1
2021-06-21;AC;RIO BRANCO;12
2021-06-21;GO;GOIANIA;13
2021-06-21;MG;BETIM;7
2021-06-21;PR;CASCAVEL;3
2021-06-21;RJ;NOVA IGUACU;3
2021-06-21;RS;CANOAS;5
2021-06-21;RS;PASSO FUNDO;5
2021-06-21;SC;RIO DO SUL;1
2021-06-22;MA;SAO LUIS;18
2021-06-22;MG;ARAGUARI;2
2021-06-22;MG;CONTAGEM;3
2021-06-22;MG;POCOS DE CALDAS;1
2021-06-22;MS;CAMPO GRANDE;4
2021-06-22;MS;DOURADOS;5
2021-06-22;PA;BELEM;7
2021-06-22;RJ;ANGRA DOS REIS;4
2021-06-22;RJ;NITEROI;1
2021-06-22;RS;CAXIAS DO SUL;8
2021-06-22;RS;PORTO ALEGRE;7
2021-06-22;RS;SAO LEOPOLDO;3
2021-06-22;TO;PALMAS;4
2021-06-23;AL;MACEIO;1
2021-06-23;AM;MANAUS;8
2021-06-23;ES;SERRA;3
2021-06-23;MG;BELO HORIZONTE;4
2021-06-23;MG;MONTES CLAROS;4
2021-06-23;PR;COLOMBO;8
2021-06-23;RJ;CABO FRIO;4
2021-06-23;RJ;ITAGUAI;3
2021-06-23;RJ;MESQUITA;1
2021-06-23;RJ;RIO DE JANEIRO;29
2021-06-23;SC;FLORIANOPOLIS;1
2021-06-24;ES;CACHOEIRO DE ITAPEMIRIM;1
2021-06-24;MG;ARAGUARI;1
2021-06-24;MG;CATAGUASES;2
2021-06-24;MG;CONTAGEM;1
2021-06-24;PR;PONTA GROSSA;5
2021-06-24;RJ;NILOPOLIS;6
2021-06-24;RJ;NITEROI;3
2021-06-24;RO;PORTO VELHO;13
2021-06-24;RS;PELOTAS;1
2021-06-25;ES;VITORIA;2
2021-06-25;MG;BELO HORIZONTE;11
2021-06-25;MG;MONTES CLAROS;2
2021-06-25;MG;VESPASIANO;2
2021-06-25;PB;JOAO PESSOA;1
2021-06-25;PE;OLINDA;2
2021-06-25;PR;COLOMBO;10
2021-06-25;RJ;RIO DE JANEIRO;20
2021-06-25;RR;BOA VISTA;14
2021-06-25;RS;SANTA MARIA;4
2021-06-26;CE;JUAZEIRO DO NORTE;1
2021-06-26;DF;BRASILIA;27
2021-06-26;ES;NOVA VENECIA;1
2021-06-26;MG;DIVINOPOLIS;3
2021-06-26;MG;GOVERNADOR VALADARES;4
2021-06-26;MG;UBA;2
2021-06-26;PE;PETROLINA;1
2021-06-26;RJ;DUQUE DE CAXIAS;12
2021-06-26;RJ;PETROPOLIS;3
2021-06-26;RJ;SAO GONCALO;2
2021-06-26;RJ;SAO JOAO DE MERITI;5
2021-06-26;SC;ITAJAI;2
2021-06-26;TO;PALMAS;4
2021-06-28;BA;JEQUIE;2
2021-06-28;DF;BRASILIA;30
2021-06-28;ES;CARIACICA;2
2021-06-28;MA;SAO LUIS;10
2021-06-28;MG;UBA;2
2021-06-28;MS;CAMPO GRANDE;11
2021-06-28;MS;DOURADOS;6
2021-06-28;MT;PRIMAVERA DO LESTE;1
2021-06-28;PA;BELEM;12
2021-06-28;PI;PARNAIBA;2
2021-06-28;PR;FOZ DO IGUACU;2
2021-06-28;RJ;ANGRA DOS REIS;3
2021-06-28;RJ;PETROPOLIS;11
2021-06-28;RJ;SAO GONCALO;6
2021-06-28;RJ;SAO JOAO DE MERITI;14
2021-06-28;RJ;VOLTA REDONDA;1
2021-06-28;RN;NATAL;4
2021-06-28;RS;CAXIAS DO SUL;7
2021-06-28;RS;PORTO ALEGRE;4
2021-06-29;AM;MANAUS;9
2021-06-29;ES;SERRA;5
2021-06-29;MG;VARGINHA;2
2021-06-29;MT;CUIABA;2
2021-06-29;MT;RONDONOPOLIS;18
2021-06-29;RJ;CABO FRIO;5
2021-06-29;RS;VIAMAO;6
2021-06-30;BA;JEQUIE;2
2021-06-30;DF;BRASILIA;24
2021-06-30;ES;CARIACICA;1
2021-06-30;MA;SAO LUIS;16
2021-06-30;MG;UBA;1
2021-06-30;MS;CAMPO GRANDE;2
2021-06-30;MS;DOURADOS;4
2021-06-30;MT;PRIMAVERA DO LESTE;1
2021-06-30;PA;BELEM;11
2021-06-30;PR;FOZ DO IGUACU;2
2021-06-30;RJ;ANGRA DOS REIS;1
2021-06-30;RJ;PETROPOLIS;5
2021-06-30;RJ;SAO GONCALO;2
2021-06-30;RJ;SAO JOAO DE MERITI;8
2021-06-30;RJ;VOLTA REDONDA;1
2021-06-30;RN;NATAL;2
2021-06-30;RS;CAXIAS DO SUL;6
2021-06-30;RS;PORTO ALEGRE;6
2021-06-30;TO;PALMAS;8
2021-07-01;BA;JEQUIE;1
2021-07-01;MA;SAO LUIS;22
2021-07-01;MG;CONTAGEM;5
2021-07-01;MG;POCOS DE CALDAS;2
2021-07-01;MS;CAMPO GRANDE;30
2021-07-01;MS;DOURADOS;9
2021-07-01;MT;CUIABA;3
2021-07-01;PA;BELEM;9
2021-07-01;PR;FOZ DO IGUACU;1
2021-07-01;RJ;ANGRA DOS REIS;3
2021-07-01;RJ;NITEROI;4
2021-07-01;RJ;SAO GONCALO;3
2021-07-01;RN;NATAL;2
2021-07-01;RS;CAXIAS DO SUL;3
2021-07-01;RS;NOVO HAMBURGO;3
2021-07-01;RS;PORTO ALEGRE;6
2021-07-01;RS;SANTA CRUZ DO SUL;2
2021-06-18;PR;PIRAQUARA;3
2021-06-18;RJ;ARMACAO DOS BUZIOS;6
2021-06-18;RS;VIAMAO;4
2021-06-18;SC;ITAJAI;1
2021-06-18;SC;LAGES;1
2021-06-19;BA;JUAZEIRO;1
2021-06-19;BA;TEIXEIRA DE FREITAS;2
2021-06-19;CE;JUAZEIRO DO NORTE;2
2021-06-19;ES;CARIACICA;1
2021-06-19;MA;SANTA INES;3
2021-06-19;MG;DIVINOPOLIS;8
2021-06-19;MG;GOVERNADOR VALADARES;3
2021-06-19;MG;PATROCINIO;1
2021-06-19;MG;SETE LAGOAS;2
2021-06-19;MG;UBA;1
2021-06-19;MG;VARGINHA;1
2021-06-19;MT;CUIABA;1
2021-06-19;RJ;ITAGUAI;2
2021-06-19;RJ;PETROPOLIS;4
2021-06-19;RJ;SAO JOAO DE MERITI;16
2021-06-19;RJ;VOLTA REDONDA;4
2021-06-19;RS;ALVORADA;2
2021-06-19;RS;VIAMAO;3
2021-06-21;AL;MACEIO;1
2021-06-21;AM;MANAUS;13
2021-06-21;ES;SERRA;7
2021-06-21;MG;MONTES CLAROS;5
2021-06-21;MG;POCOS DE CALDAS;1
2021-06-21;MS;DOURADOS;8
2021-06-21;MT;CUIABA;1
2021-06-21;MT;RONDONOPOLIS;12
2021-06-21;RJ;SAO GONCALO;1
2021-06-21;RN;NATAL;3
2021-06-21;RS;SANTO ANGELO;1
2021-06-21;RS;VIAMAO;9
2021-06-22;AC;RIO BRANCO;9
2021-06-22;BA;ITABUNA;1
2021-06-22;BA;TEIXEIRA DE FREITAS;3
2021-06-22;GO;APARECIDA DE GOIANIA;24
2021-06-22;MG;BETIM;6
2021-06-22;PB;CAMPINA GRANDE;1
2021-06-22;PE;CARUARU;2
2021-06-22;PR;MARINGA;11
2021-06-22;PR;PINHAIS;2
2021-06-22;PR;PIRAQUARA;1
2021-06-22;RJ;CAMPOS DOS GOYTACAZES;1
2021-06-22;RO;VILHENA;2
2021-06-22;RS;ALVORADA;5
2021-06-23;AC;RIO BRANCO;7
2021-06-23;AP;MACAPA;6
2021-06-23;BA;SALVADOR;10
2021-06-23;ES;VILA VELHA;1
2021-06-23;MG;BETIM;4
2021-06-23;MG;JUIZ DE FORA;6
2021-06-23;PE;CARUARU;1
2021-06-23;PI;TERESINA;3
2021-06-23;PR;ALMIRANTE TAMANDARE;2
2021-06-23;PR;MARINGA;4
2021-06-23;PR;SAO JOSE DOS PINHAIS;27
2021-06-23;RJ;BELFORD ROXO;4
2021-06-23;RJ;QUEIMADOS;2
2021-06-23;RO;JI-PARANA;3
2021-06-23;SP;SAO PAULO;1
2021-06-24;BA;EUNAPOLIS;2
2021-06-24;MG;JUIZ DE FORA;5
2021-06-24;MT;SINOP;3
2021-06-24;PI;TERESINA;3
2021-06-24;RJ;ARMACAO DOS BUZIOS;4
2021-06-24;RJ;BELFORD ROXO;5
2021-06-24;RJ;DUQUE DE CAXIAS;16
2021-06-24;RJ;TERESOPOLIS;2
2021-06-24;RS;NOVO HAMBURGO;3
2021-06-24;RS;SANTA CRUZ DO SUL;2
2021-06-24;SC;LAGES;1
2021-06-25;BA;ITABUNA;1
2021-06-25;BA;LAURO DE FREITAS;4
2021-06-25;CE;JUAZEIRO DO NORTE;1
2021-06-25;MT;SINOP;4
2021-06-25;PR;PINHAIS;4
2021-06-25;RJ;CAMPOS DOS GOYTACAZES;2
2021-06-25;RO;VILHENA;1
2021-06-25;RS;ALVORADA;4
2021-06-25;RS;NOVO HAMBURGO;3
2021-06-25;RS;SANTA CRUZ DO SUL;1
2021-06-25;SE;ARACAJU;3
2021-06-26;BA;BARREIRAS;6
2021-06-26;GO;GOIANIA;7
2021-06-26;GO;RIO VERDE;1
2021-06-26;MG;POUSO ALEGRE;1
2021-06-26;PR;CASCAVEL;8
2021-06-26;PR;CURITIBA;12
2021-06-26;PR;PONTA GROSSA;9
2021-06-26;RO;PORTO VELHO;16
2021-06-26;SC;BLUMENAU;2
2021-06-28;AP;MACAPA;11
2021-06-28;BA;FEIRA DE SANTANA;1
2021-06-28;BA;SALVADOR;11
2021-06-28;MG;JUIZ DE FORA;5
2021-06-28;PA;ANANINDEUA;3
2021-06-28;PE;RECIFE;2
2021-06-28;PR;ALMIRANTE TAMANDARE;1
2021-06-28;PR;SAO JOSE DOS PINHAIS;17
2021-06-28;RJ;NOVA IGUACU;4
2021-06-28;RO;JI-PARANA;2
2021-06-28;RS;CANOAS;4
2021-06-28;RS;PASSO FUNDO;10
2021-06-29;BA;FEIRA DE SANTANA;1
2021-06-29;ES;CACHOEIRO DE ITAPEMIRIM;1
2021-06-29;GO;ANAPOLIS;1
2021-06-29;GO;APARECIDA DE GOIANIA;22
2021-06-29;GO;GOIANIA;11
2021-06-29;PE;RECIFE;2
2021-06-29;PR;CASCAVEL;10
2021-06-29;RJ;NOVA IGUACU;3
2021-06-29;RS;CANOAS;7
2021-06-29;SC;BLUMENAU;5
2021-06-29;SC;RIO DO SUL;2
2021-06-30;AC;RIO BRANCO;8
2021-06-30;AP;MACAPA;4
2021-06-30;BA;SALVADOR;15
2021-06-30;MG;BETIM;4
2021-06-30;MG;JUIZ DE FORA;4
2021-06-30;PE;CARUARU;1
2021-06-30;PR;ALMIRANTE TAMANDARE;2
2021-06-30;PR;MARINGA;3
2021-06-30;PR;SAO JOSE DOS PINHAIS;9
2021-06-30;RJ;QUEIMADOS;2
2021-06-30;RO;JI-PARANA;4
2021-06-30;RS;PASSO FUNDO;4
2021-07-01;AP;MACAPA;5
2021-07-01;BA;BARREIRAS;2
2021-07-01;BA;FEIRA DE SANTANA;3
2021-07-01;BA;SALVADOR;8
2021-07-01;ES;VILA VELHA;1
2021-07-01;GO;GOIANIA;3
2021-07-01;MG;ARAGUARI;2
2021-07-01;MG;JUIZ DE FORA;4
2021-07-01;PI;TERESINA;1
2021-07-01;PR;ALMIRANTE TAMANDARE;1
2021-07-01;PR;SAO JOSE DOS PINHAIS;10
2021-07-01;RJ;BELFORD ROXO;4
2021-07-01;RO;JI-PARANA;3
2021-07-01;SC;BLUMENAU;3
2021-07-01;SC;RIO DO SUL;1
2021-07-02;BA;SALVADOR;12
2021-07-02;MG;POUSO ALEGRE;2
2021-07-02;PA;ANANINDEUA;3
2021-07-02;PA;MARABA;6
2021-07-02;PE;CARUARU;2
2021-07-02;PI;PARNAIBA;3
2021-07-02;PR;ALMIRANTE TAMANDARE;2
2021-08-11;MT;VARZEA GRANDE;1
2021-08-11;PR;ALMIRANTE TAMANDARE;5
2021-08-11;PR;MARINGA;2
2021-08-11;PR;PINHAIS;12
2021-08-11;PR;SAO JOSE DOS PINHAIS;25
2021-08-11;RJ;ARMACAO DOS BUZIOS;2
2021-08-11;RJ;CAMPOS DOS GOYTACAZES;3
2021-08-11;RO;JI-PARANA;3
2021-08-11;SC;LAGES;1
2021-08-11;SE;ARACAJU;4
2021-08-12;AC;RIO BRANCO;6
2021-08-12;BA;JEQUIE;1
2021-08-12;CE;JUAZEIRO DO NORTE;2
2021-08-12;ES;CARIACICA;1
2021-08-12;MG;GOVERNADOR VALADARES;1
2021-08-12;MG;RIBEIRAO DAS NEVES;1
2021-08-12;RJ;BELFORD ROXO;2
2021-08-12;RJ;DUQUE DE CAXIAS;2
2021-08-12;RJ;QUEIMADOS;1
2021-08-12;SC;JOINVILLE;2
2021-08-13;BA;TEIXEIRA DE FREITAS;4
2021-08-13;BA;VITORIA DA CONQUISTA;2
2021-08-13;ES;NOVA VENECIA;2
2021-08-13;MG;JUIZ DE FORA;5
2021-08-13;MG;SETE LAGOAS;3
2021-08-13;MG;VARGINHA;1
2021-08-13;MT;VARZEA GRANDE;1
2021-08-13;PR;MARINGA;5
2021-08-13;PR;PINHAIS;2
2021-08-13;RJ;CAMPOS DOS GOYTACAZES;1
2021-08-13;RO;JI-PARANA;4
2021-08-13;RS;ALVORADA;8
2021-08-13;SC;LAGES;2
2021-08-13;SE;ARACAJU;1
